DS,N_CONTRACTS_CREATED
2022-06-30 00:00:00.000,6398
2022-07-01 00:00:00.000,12807
2022-07-02 00:00:00.000,17976
2022-07-03 00:00:00.000,13423
2022-07-04 00:00:00.000,7230
2022-07-05 00:00:00.000,6497
2022-07-06 00:00:00.000,7179
2022-07-07 00:00:00.000,8769
2022-07-08 00:00:00.000,9730
2022-07-09 00:00:00.000,13769
2022-07-10 00:00:00.000,11806
2022-07-11 00:00:00.000,6686
2022-07-12 00:00:00.000,6554
2022-07-13 00:00:00.000,7852
2022-07-14 00:00:00.000,9079
2022-07-15 00:00:00.000,7420
2022-07-16 00:00:00.000,10112
2022-07-17 00:00:00.000,8508
2022-07-18 00:00:00.000,6229
2022-07-19 00:00:00.000,7745
2022-07-20 00:00:00.000,6710
2022-07-21 00:00:00.000,8009
2022-07-22 00:00:00.000,12799
2022-07-23 00:00:00.000,13316
2022-07-24 00:00:00.000,12925
2022-07-25 00:00:00.000,9039
2022-07-26 00:00:00.000,6300
2022-07-27 00:00:00.000,7922
2022-07-28 00:00:00.000,7345
2022-07-29 00:00:00.000,7040
2022-07-30 00:00:00.000,14626
2022-07-31 00:00:00.000,10842
2022-08-01 00:00:00.000,8679
2022-08-02 00:00:00.000,7283
2022-08-03 00:00:00.000,10533
2022-08-04 00:00:00.000,7368
2022-08-05 00:00:00.000,6919
2022-08-06 00:00:00.000,12930
2022-08-07 00:00:00.000,11879
2022-08-08 00:00:00.000,7157
2022-08-09 00:00:00.000,6489
2022-08-10 00:00:00.000,7016
2022-08-11 00:00:00.000,7939
2022-08-12 00:00:00.000,7545
2022-08-13 00:00:00.000,9936
2022-08-14 00:00:00.000,10950
2022-08-15 00:00:00.000,10118
2022-08-16 00:00:00.000,10714
2022-08-17 00:00:00.000,10426
2022-08-18 00:00:00.000,9376
2022-08-19 00:00:00.000,6557
2022-08-20 00:00:00.000,10681
2022-08-21 00:00:00.000,18774
2022-08-22 00:00:00.000,9539
2022-08-23 00:00:00.000,7380
2022-08-24 00:00:00.000,9206
2022-08-25 00:00:00.000,9310
2022-08-26 00:00:00.000,7823
2022-08-27 00:00:00.000,10564
2022-08-28 00:00:00.000,10842
2022-08-29 00:00:00.000,8059
2022-08-30 00:00:00.000,6961
2022-08-31 00:00:00.000,6177
2022-09-01 00:00:00.000,6168
2022-09-02 00:00:00.000,7666
2022-09-03 00:00:00.000,7262
2022-09-04 00:00:00.000,10373
2022-09-05 00:00:00.000,8320
2022-09-06 00:00:00.000,6113
2022-09-07 00:00:00.000,6188
2022-09-08 00:00:00.000,6291
2022-09-09 00:00:00.000,6339
2022-09-10 00:00:00.000,6691
2022-09-11 00:00:00.000,7979
2022-09-12 00:00:00.000,6467
2022-09-13 00:00:00.000,7119
2022-09-14 00:00:00.000,7249
2022-09-15 00:00:00.000,8593
2022-09-16 00:00:00.000,9649
2022-09-17 00:00:00.000,11704
2022-09-18 00:00:00.000,11694
2022-09-19 00:00:00.000,11139
2022-09-20 00:00:00.000,9121
2022-09-21 00:00:00.000,8678
2022-09-22 00:00:00.000,8495
2022-09-23 00:00:00.000,7539
2022-09-24 00:00:00.000,9798
2022-09-25 00:00:00.000,7545
2022-09-26 00:00:00.000,7544
2022-09-27 00:00:00.000,7730
2022-09-28 00:00:00.000,9351
2022-09-29 00:00:00.000,8215
2022-09-30 00:00:00.000,8110
2022-10-01 00:00:00.000,9139
2022-10-02 00:00:00.000,11517
2022-10-03 00:00:00.000,6474
2022-10-04 00:00:00.000,7440
2022-10-05 00:00:00.000,9380
2022-10-06 00:00:00.000,9090
2022-10-07 00:00:00.000,9633
2022-10-08 00:00:00.000,6191
2022-10-09 00:00:00.000,8200
2022-10-10 00:00:00.000,26093
2022-10-11 00:00:00.000,27210
2022-10-12 00:00:00.000,32257
2022-10-13 00:00:00.000,23886
2022-10-14 00:00:00.000,41105
2022-10-15 00:00:00.000,59605
2022-10-16 00:00:00.000,46567
2022-10-17 00:00:00.000,18151
2022-10-18 00:00:00.000,18167
2022-10-19 00:00:00.000,25758
2022-10-20 00:00:00.000,18555
2022-10-21 00:00:00.000,14394
2022-10-22 00:00:00.000,77531
2022-10-23 00:00:00.000,39847
2022-10-24 00:00:00.000,46770
2022-10-25 00:00:00.000,32438
2022-10-26 00:00:00.000,18662
2022-10-27 00:00:00.000,20604
2022-10-28 00:00:00.000,21244
2022-10-29 00:00:00.000,35121
2022-10-30 00:00:00.000,52129
2022-10-31 00:00:00.000,21703
2022-11-01 00:00:00.000,21367
2022-11-02 00:00:00.000,59308
2022-11-03 00:00:00.000,52818
2022-11-04 00:00:00.000,55105
2022-11-05 00:00:00.000,86330
2022-11-06 00:00:00.000,72359
2022-11-07 00:00:00.000,31456
2022-11-08 00:00:00.000,21435
2022-11-09 00:00:00.000,11000
2022-11-10 00:00:00.000,13843
2022-11-11 00:00:00.000,33763
2022-11-12 00:00:00.000,63619
2022-11-13 00:00:00.000,56543
2022-11-14 00:00:00.000,19516
2022-11-15 00:00:00.000,37768
2022-11-16 00:00:00.000,56642
2022-11-17 00:00:00.000,53743
2022-11-18 00:00:00.000,82291
2022-11-19 00:00:00.000,109889
2022-11-20 00:00:00.000,85008
2022-11-21 00:00:00.000,62369
2022-11-22 00:00:00.000,56604
2022-11-23 00:00:00.000,74637
2022-11-24 00:00:00.000,124644
2022-11-25 00:00:00.000,120935
2022-11-26 00:00:00.000,120697
2022-11-27 00:00:00.000,116543
2022-11-28 00:00:00.000,77641
2022-11-29 00:00:00.000,64736
2022-11-30 00:00:00.000,51164
2022-12-01 00:00:00.000,75721
2022-12-02 00:00:00.000,72074
2022-12-03 00:00:00.000,98249
2022-12-04 00:00:00.000,99617
2022-12-05 00:00:00.000,77855
2022-12-06 00:00:00.000,75302
2022-12-07 00:00:00.000,82510
2022-12-08 00:00:00.000,73946
2022-12-09 00:00:00.000,43433
2022-12-10 00:00:00.000,79400
2022-12-11 00:00:00.000,77495
2022-12-12 00:00:00.000,49627
2022-12-13 00:00:00.000,21180
2022-12-14 00:00:00.000,34349
2022-12-15 00:00:00.000,39327
2022-12-16 00:00:00.000,26962
2022-12-17 00:00:00.000,41422
2022-12-18 00:00:00.000,56150
2022-12-19 00:00:00.000,44099
2022-12-20 00:00:00.000,25882
2022-12-21 00:00:00.000,38288
2022-12-22 00:00:00.000,55620
2022-12-23 00:00:00.000,43360
2022-12-24 00:00:00.000,70401
2022-12-25 00:00:00.000,112675
2022-12-26 00:00:00.000,63104
2022-12-27 00:00:00.000,30565
2022-12-28 00:00:00.000,40516
2022-12-29 00:00:00.000,47849
2022-12-30 00:00:00.000,69098
2022-12-31 00:00:00.000,114190
2023-01-01 00:00:00.000,139644
2023-01-02 00:00:00.000,65811
2023-01-03 00:00:00.000,65920
2023-01-04 00:00:00.000,40769
2023-01-05 00:00:00.000,36071
2023-01-06 00:00:00.000,33988
2023-01-07 00:00:00.000,64904
2023-01-08 00:00:00.000,61909
2023-01-09 00:00:00.000,20166
2023-01-10 00:00:00.000,19893
2023-01-11 00:00:00.000,16126
2023-01-12 00:00:00.000,18294
2023-01-13 00:00:00.000,19829
2023-01-14 00:00:00.000,9790
2023-01-15 00:00:00.000,45911
2023-01-16 00:00:00.000,20861
2023-01-17 00:00:00.000,20061
2023-01-18 00:00:00.000,16942
2023-01-19 00:00:00.000,29414
2023-01-20 00:00:00.000,37227
2023-01-21 00:00:00.000,44032
2023-01-22 00:00:00.000,71657
2023-01-23 00:00:00.000,56336
2023-01-24 00:00:00.000,45349
2023-01-25 00:00:00.000,44575
2023-01-26 00:00:00.000,35330
2023-01-27 00:00:00.000,33670
2023-01-28 00:00:00.000,57423
2023-01-29 00:00:00.000,48750
2023-01-30 00:00:00.000,29794
2023-01-31 00:00:00.000,24281
2023-02-01 00:00:00.000,19701
2023-02-02 00:00:00.000,13739
2023-02-03 00:00:00.000,8937
2023-02-04 00:00:00.000,13413
2023-02-05 00:00:00.000,23660
2023-02-06 00:00:00.000,16334
2023-02-07 00:00:00.000,7337
2023-02-08 00:00:00.000,8182
2023-02-09 00:00:00.000,8407
2023-02-10 00:00:00.000,12299
2023-02-11 00:00:00.000,43529
2023-02-12 00:00:00.000,41536
2023-02-13 00:00:00.000,20240
2023-02-14 00:00:00.000,20994
2023-02-15 00:00:00.000,5697
2023-02-16 00:00:00.000,6779
2023-02-17 00:00:00.000,6269
2023-02-18 00:00:00.000,9289
2023-02-19 00:00:00.000,7603
2023-02-20 00:00:00.000,7598
2023-02-21 00:00:00.000,5674
2023-02-22 00:00:00.000,5978
2023-02-23 00:00:00.000,6671
2023-02-24 00:00:00.000,8252
2023-02-25 00:00:00.000,21054
2023-02-26 00:00:00.000,49217
2023-02-27 00:00:00.000,26588
2023-02-28 00:00:00.000,12929
2023-03-01 00:00:00.000,7653
2023-03-02 00:00:00.000,8708
2023-03-03 00:00:00.000,8038
2023-03-04 00:00:00.000,22758
2023-03-05 00:00:00.000,24074
2023-03-06 00:00:00.000,11360
2023-03-07 00:00:00.000,7174
2023-03-08 00:00:00.000,8192
2023-03-09 00:00:00.000,8802
2023-03-10 00:00:00.000,6079
2023-03-11 00:00:00.000,6750
2023-03-12 00:00:00.000,15341
2023-03-13 00:00:00.000,10728
2023-03-14 00:00:00.000,10410
2023-03-15 00:00:00.000,8278
2023-03-16 00:00:00.000,11563
2023-03-17 00:00:00.000,15482
2023-03-18 00:00:00.000,31266
2023-03-19 00:00:00.000,43477
2023-03-20 00:00:00.000,16081
2023-03-21 00:00:00.000,18607
2023-03-22 00:00:00.000,17009
2023-03-23 00:00:00.000,17888
2023-03-24 00:00:00.000,10407
2023-03-25 00:00:00.000,19466
2023-03-26 00:00:00.000,24869
2023-03-27 00:00:00.000,6981
2023-03-28 00:00:00.000,7854
2023-03-29 00:00:00.000,7708
2023-03-30 00:00:00.000,7004
2023-03-31 00:00:00.000,9485
2023-04-01 00:00:00.000,23522
2023-04-02 00:00:00.000,49897
2023-04-03 00:00:00.000,23239
2023-04-04 00:00:00.000,19336
2023-04-05 00:00:00.000,13984
2023-04-06 00:00:00.000,17798
2023-04-07 00:00:00.000,33790
2023-04-08 00:00:00.000,68253
2023-04-09 00:00:00.000,76439
2023-04-10 00:00:00.000,58941
2023-04-11 00:00:00.000,37320
2023-04-12 00:00:00.000,42320
2023-04-13 00:00:00.000,14791
2023-04-14 00:00:00.000,21691
2023-04-15 00:00:00.000,80494
2023-04-16 00:00:00.000,132129
2023-04-17 00:00:00.000,39659
2023-04-18 00:00:00.000,20291
2023-04-19 00:00:00.000,12822
2023-04-20 00:00:00.000,13966
2023-04-21 00:00:00.000,50441
2023-04-22 00:00:00.000,103782
2023-04-23 00:00:00.000,99818
2023-04-24 00:00:00.000,79187
2023-04-25 00:00:00.000,76691
2023-04-26 00:00:00.000,71863
2023-04-27 00:00:00.000,90867
2023-04-28 00:00:00.000,66116
2023-04-29 00:00:00.000,121168
2023-04-30 00:00:00.000,48637
2023-05-01 00:00:00.000,6309
2023-05-02 00:00:00.000,6232
2023-05-03 00:00:00.000,7931
2023-05-04 00:00:00.000,12020
2023-05-05 00:00:00.000,23690
2023-05-06 00:00:00.000,7052
2023-05-07 00:00:00.000,5142
2023-05-08 00:00:00.000,8553
2023-05-09 00:00:00.000,7823
2023-05-10 00:00:00.000,8791
2023-05-11 00:00:00.000,9222
2023-05-12 00:00:00.000,9001
2023-05-13 00:00:00.000,44235
2023-05-14 00:00:00.000,31802
2023-05-15 00:00:00.000,8059
2023-05-16 00:00:00.000,9815
2023-05-17 00:00:00.000,8782
2023-05-18 00:00:00.000,13845
2023-05-19 00:00:00.000,16373
2023-05-20 00:00:00.000,55742
2023-05-21 00:00:00.000,43078
2023-05-22 00:00:00.000,9519
2023-05-23 00:00:00.000,8659
2023-05-24 00:00:00.000,9216
2023-05-25 00:00:00.000,12357
2023-05-26 00:00:00.000,12669
2023-05-27 00:00:00.000,44818
2023-05-28 00:00:00.000,16729
2023-05-29 00:00:00.000,8824
2023-05-30 00:00:00.000,8537
2023-05-31 00:00:00.000,10224
2023-06-01 00:00:00.000,12183
2023-06-02 00:00:00.000,16470
2023-06-03 00:00:00.000,50007
2023-06-04 00:00:00.000,55195
2023-06-05 00:00:00.000,21690
2023-06-06 00:00:00.000,23825
2023-06-07 00:00:00.000,20932
2023-06-08 00:00:00.000,36428
2023-06-09 00:00:00.000,41870
2023-06-10 00:00:00.000,55569
2023-06-11 00:00:00.000,102896
2023-06-12 00:00:00.000,61544
2023-06-13 00:00:00.000,73554
2023-06-14 00:00:00.000,40042
2023-06-15 00:00:00.000,16517
2023-06-16 00:00:00.000,28588
2023-06-17 00:00:00.000,66977
2023-06-18 00:00:00.000,105495
2023-06-19 00:00:00.000,67417
2023-06-20 00:00:00.000,38577
2023-06-21 00:00:00.000,36025
2023-06-22 00:00:00.000,41708
2023-06-23 00:00:00.000,51108
2023-06-24 00:00:00.000,118469
2023-06-25 00:00:00.000,99472
2023-06-26 00:00:00.000,65594
2023-06-27 00:00:00.000,35880
2023-06-28 00:00:00.000,17985
2023-06-29 00:00:00.000,9670
2023-06-30 00:00:00.000,8586
2023-07-01 00:00:00.000,37893
2023-07-02 00:00:00.000,68652
2023-07-03 00:00:00.000,36076
2023-07-04 00:00:00.000,23002
2023-07-05 00:00:00.000,6514
2023-07-06 00:00:00.000,6267
2023-07-07 00:00:00.000,6498
2023-07-08 00:00:00.000,26123
2023-07-09 00:00:00.000,33322
2023-07-10 00:00:00.000,23414
2023-07-11 00:00:00.000,12657
2023-07-12 00:00:00.000,13668
2023-07-13 00:00:00.000,8387
2023-07-14 00:00:00.000,13657
2023-07-15 00:00:00.000,43890
2023-07-16 00:00:00.000,23035
2023-07-17 00:00:00.000,9018
2023-07-18 00:00:00.000,7858
2023-07-19 00:00:00.000,8008
2023-07-20 00:00:00.000,9102
2023-07-21 00:00:00.000,8991
2023-07-22 00:00:00.000,13038
2023-07-23 00:00:00.000,17056
2023-07-24 00:00:00.000,9094
2023-07-25 00:00:00.000,7095
2023-07-26 00:00:00.000,7591
2023-07-27 00:00:00.000,5650
2023-07-28 00:00:00.000,8506
2023-07-29 00:00:00.000,8941
2023-07-30 00:00:00.000,14536
2023-07-31 00:00:00.000,15472
2023-08-01 00:00:00.000,9018
2023-08-02 00:00:00.000,11902
2023-08-03 00:00:00.000,16396
2023-08-04 00:00:00.000,17678
2023-08-05 00:00:00.000,25809
2023-08-06 00:00:00.000,43200
2023-08-07 00:00:00.000,16452
2023-08-08 00:00:00.000,7828
2023-08-09 00:00:00.000,9354
2023-08-10 00:00:00.000,10101
2023-08-11 00:00:00.000,13316
2023-08-12 00:00:00.000,41142
2023-08-13 00:00:00.000,57195
2023-08-14 00:00:00.000,18062
2023-08-15 00:00:00.000,7406
2023-08-16 00:00:00.000,6327
2023-08-17 00:00:00.000,6441
2023-08-18 00:00:00.000,7490
2023-08-19 00:00:00.000,18376
2023-08-20 00:00:00.000,39821
2023-08-21 00:00:00.000,13376
2023-08-22 00:00:00.000,7968
2023-08-23 00:00:00.000,7733
2023-08-24 00:00:00.000,8891
2023-08-25 00:00:00.000,7685
2023-08-26 00:00:00.000,30316
2023-08-27 00:00:00.000,52120
2023-08-28 00:00:00.000,11104
2023-08-29 00:00:00.000,6562
2023-08-30 00:00:00.000,8331
2023-08-31 00:00:00.000,10411
2023-09-01 00:00:00.000,16976
2023-09-02 00:00:00.000,45211
2023-09-03 00:00:00.000,61008
2023-09-04 00:00:00.000,22934
2023-09-05 00:00:00.000,30553
2023-09-06 00:00:00.000,17279
2023-09-07 00:00:00.000,24042
2023-09-08 00:00:00.000,27683
2023-09-09 00:00:00.000,55224
2023-09-10 00:00:00.000,63038
2023-09-11 00:00:00.000,30584
2023-09-12 00:00:00.000,34721
2023-09-13 00:00:00.000,17445
2023-09-14 00:00:00.000,9275
2023-09-15 00:00:00.000,15758
2023-09-16 00:00:00.000,49277
2023-09-17 00:00:00.000,75191
2023-09-18 00:00:00.000,34122
2023-09-19 00:00:00.000,23515
2023-09-20 00:00:00.000,18548
2023-09-21 00:00:00.000,23219
2023-09-22 00:00:00.000,46282
2023-09-23 00:00:00.000,110041
2023-09-24 00:00:00.000,93198
2023-09-25 00:00:00.000,32025
2023-09-26 00:00:00.000,18138
2023-09-27 00:00:00.000,19639
2023-09-28 00:00:00.000,17448
2023-09-29 00:00:00.000,32525
2023-09-30 00:00:00.000,39046
2023-10-01 00:00:00.000,56913
2023-10-02 00:00:00.000,16444
2023-10-03 00:00:00.000,24361
2023-10-04 00:00:00.000,29496
2023-10-05 00:00:00.000,46196
2023-10-06 00:00:00.000,45225
2023-10-07 00:00:00.000,47072
2023-10-08 00:00:00.000,61772
2023-10-09 00:00:00.000,32938
2023-10-10 00:00:00.000,36143
2023-10-11 00:00:00.000,18047
2023-10-12 00:00:00.000,35051
2023-10-13 00:00:00.000,47980
2023-10-14 00:00:00.000,97512
2023-10-15 00:00:00.000,77375
2023-10-16 00:00:00.000,19964
2023-10-17 00:00:00.000,25691
2023-10-18 00:00:00.000,16307
2023-10-19 00:00:00.000,21790
2023-10-20 00:00:00.000,10088
2023-10-21 00:00:00.000,23700
2023-10-22 00:00:00.000,29648
2023-10-23 00:00:00.000,9132
2023-10-24 00:00:00.000,10147
2023-10-25 00:00:00.000,7767
2023-10-26 00:00:00.000,8624
2023-10-27 00:00:00.000,8017
2023-10-28 00:00:00.000,11976
2023-10-29 00:00:00.000,13112
2023-10-30 00:00:00.000,7741
2023-10-31 00:00:00.000,12642
2023-11-01 00:00:00.000,6892
2023-11-02 00:00:00.000,9266
2023-11-03 00:00:00.000,7946
2023-11-04 00:00:00.000,7850
2023-11-05 00:00:00.000,6347
2023-11-06 00:00:00.000,6195
2023-11-07 00:00:00.000,8222
2023-11-08 00:00:00.000,5832
2023-11-09 00:00:00.000,6809
2023-11-10 00:00:00.000,7906
2023-11-11 00:00:00.000,6893
2023-11-12 00:00:00.000,6356
2023-11-13 00:00:00.000,6720
2023-11-14 00:00:00.000,7490
2023-11-15 00:00:00.000,7970
2023-11-16 00:00:00.000,8634
2023-11-17 00:00:00.000,6847
2023-11-18 00:00:00.000,7108
2023-11-19 00:00:00.000,7483
2023-11-20 00:00:00.000,9312
2023-11-21 00:00:00.000,9712
2023-11-22 00:00:00.000,8854
2023-11-23 00:00:00.000,11363
2023-11-24 00:00:00.000,8328
2023-11-25 00:00:00.000,9773
2023-11-26 00:00:00.000,4390
2023-11-27 00:00:00.000,7482
2023-11-28 00:00:00.000,7975
2023-11-29 00:00:00.000,8662
2023-11-30 00:00:00.000,7619
2023-12-01 00:00:00.000,8962
2023-12-02 00:00:00.000,5897
2023-12-03 00:00:00.000,5973
2023-12-04 00:00:00.000,6812
2023-12-05 00:00:00.000,7753
2023-12-06 00:00:00.000,6692
2023-12-07 00:00:00.000,8087
2023-12-08 00:00:00.000,8635
2023-12-09 00:00:00.000,8574
2023-12-10 00:00:00.000,7940
2023-12-11 00:00:00.000,12578
2023-12-12 00:00:00.000,7481
2023-12-13 00:00:00.000,6682
2023-12-14 00:00:00.000,8378
2023-12-15 00:00:00.000,4926
2023-12-16 00:00:00.000,5682
2023-12-17 00:00:00.000,4728
2023-12-18 00:00:00.000,5821
2023-12-19 00:00:00.000,7832
2023-12-20 00:00:00.000,5729
2023-12-21 00:00:00.000,10877
2023-12-22 00:00:00.000,7711
2023-12-23 00:00:00.000,6894
2023-12-24 00:00:00.000,9711
2023-12-25 00:00:00.000,5637
2023-12-26 00:00:00.000,8383
2023-12-27 00:00:00.000,7169
2023-12-28 00:00:00.000,9353
2023-12-29 00:00:00.000,7839
2023-12-30 00:00:00.000,7215
2023-12-31 00:00:00.000,8688
ï»¿