DS,N_PROJECTS_WITH_FIRST_MINT
2022-01-14 00:00:00.000,151
2022-01-15 00:00:00.000,235
2022-01-16 00:00:00.000,208
2022-01-17 00:00:00.000,189
2022-01-18 00:00:00.000,227
2022-01-19 00:00:00.000,247
2022-01-20 00:00:00.000,215
2022-01-21 00:00:00.000,198
2022-01-22 00:00:00.000,174
2022-01-23 00:00:00.000,211
2022-01-24 00:00:00.000,195
2022-01-25 00:00:00.000,217
2022-01-26 00:00:00.000,192
2022-01-27 00:00:00.000,229
2022-01-28 00:00:00.000,256
2022-01-29 00:00:00.000,360
2022-01-30 00:00:00.000,409
2022-01-31 00:00:00.000,371
2022-02-01 00:00:00.000,334
2022-02-02 00:00:00.000,352
2022-02-03 00:00:00.000,366
2022-02-04 00:00:00.000,409
2022-02-05 00:00:00.000,577
2022-02-06 00:00:00.000,602
2022-02-07 00:00:00.000,411
2022-02-08 00:00:00.000,447
2022-02-09 00:00:00.000,438
2022-02-10 00:00:00.000,430
2022-02-11 00:00:00.000,538
2022-02-12 00:00:00.000,511
2022-02-13 00:00:00.000,598
2022-02-14 00:00:00.000,578
2022-02-15 00:00:00.000,430
2022-02-16 00:00:00.000,368
2022-02-17 00:00:00.000,391
2022-02-18 00:00:00.000,309
2022-02-19 00:00:00.000,397
2022-02-20 00:00:00.000,414
2022-02-21 00:00:00.000,367
2022-02-22 00:00:00.000,475
2022-02-23 00:00:00.000,399
2022-02-24 00:00:00.000,354
2022-02-25 00:00:00.000,437
2022-02-26 00:00:00.000,495
2022-02-27 00:00:00.000,464
2022-02-28 00:00:00.000,381
2022-03-01 00:00:00.000,438
2022-03-02 00:00:00.000,440
2022-03-03 00:00:00.000,468
2022-03-04 00:00:00.000,464
2022-03-05 00:00:00.000,504
2022-03-06 00:00:00.000,458
2022-03-07 00:00:00.000,455
2022-03-08 00:00:00.000,494
2022-03-09 00:00:00.000,467
2022-03-10 00:00:00.000,433
2022-03-11 00:00:00.000,534
2022-03-12 00:00:00.000,611
2022-03-13 00:00:00.000,466
2022-03-14 00:00:00.000,437
2022-03-15 00:00:00.000,488
2022-03-16 00:00:00.000,381
2022-03-17 00:00:00.000,1142
2022-03-18 00:00:00.000,406
2022-03-19 00:00:00.000,556
2022-03-20 00:00:00.000,499
2022-03-21 00:00:00.000,464
2022-03-22 00:00:00.000,393
2022-03-23 00:00:00.000,386
2022-03-24 00:00:00.000,370
2022-03-25 00:00:00.000,397
2022-03-26 00:00:00.000,433
2022-03-27 00:00:00.000,408
2022-03-28 00:00:00.000,297
2022-03-29 00:00:00.000,352
2022-03-30 00:00:00.000,376
2022-03-31 00:00:00.000,406
2022-04-01 00:00:00.000,338
2022-04-02 00:00:00.000,258
2022-04-03 00:00:00.000,293
2022-04-04 00:00:00.000,280
2022-04-05 00:00:00.000,259
2022-04-06 00:00:00.000,367
2022-04-07 00:00:00.000,374
2022-04-08 00:00:00.000,383
2022-04-09 00:00:00.000,420
2022-04-10 00:00:00.000,402
2022-04-11 00:00:00.000,389
2022-04-12 00:00:00.000,403
2022-04-13 00:00:00.000,428
2022-04-14 00:00:00.000,414
2022-04-15 00:00:00.000,445
2022-04-16 00:00:00.000,446
2022-04-17 00:00:00.000,456
2022-04-18 00:00:00.000,365
2022-04-19 00:00:00.000,404
2022-04-20 00:00:00.000,385
2022-04-21 00:00:00.000,320
2022-04-22 00:00:00.000,396
2022-04-23 00:00:00.000,394
2022-04-24 00:00:00.000,359
2022-04-25 00:00:00.000,280
2022-04-26 00:00:00.000,370
2022-04-27 00:00:00.000,376
2022-04-28 00:00:00.000,362
2022-04-29 00:00:00.000,303
2022-04-30 00:00:00.000,261
2022-05-01 00:00:00.000,219
2022-05-02 00:00:00.000,244
2022-05-03 00:00:00.000,357
2022-05-04 00:00:00.000,414
2022-05-05 00:00:00.000,368
2022-05-06 00:00:00.000,390
2022-05-07 00:00:00.000,355
2022-05-08 00:00:00.000,391
2022-05-09 00:00:00.000,261
2022-05-10 00:00:00.000,290
2022-05-11 00:00:00.000,178
2022-05-12 00:00:00.000,148
2022-05-13 00:00:00.000,353
2022-05-14 00:00:00.000,365
2022-05-15 00:00:00.000,470
2022-05-16 00:00:00.000,554
2022-05-17 00:00:00.000,421
2022-05-18 00:00:00.000,668
2022-05-19 00:00:00.000,614
2022-05-20 00:00:00.000,453
2022-05-21 00:00:00.000,552
2022-05-22 00:00:00.000,433
2022-05-23 00:00:00.000,769
2022-05-24 00:00:00.000,559
2022-05-25 00:00:00.000,477
2022-05-26 00:00:00.000,548
2022-05-27 00:00:00.000,639
2022-05-28 00:00:00.000,614
2022-05-29 00:00:00.000,548
2022-05-30 00:00:00.000,543
2022-05-31 00:00:00.000,458
2022-06-01 00:00:00.000,498
2022-06-02 00:00:00.000,540
2022-06-03 00:00:00.000,511
2022-06-04 00:00:00.000,401
2022-06-05 00:00:00.000,479
2022-06-06 00:00:00.000,440
2022-06-07 00:00:00.000,461
2022-06-08 00:00:00.000,398
2022-06-09 00:00:00.000,546
2022-06-10 00:00:00.000,492
2022-06-11 00:00:00.000,450
2022-06-12 00:00:00.000,480
2022-06-13 00:00:00.000,288
2022-06-14 00:00:00.000,384
2022-06-15 00:00:00.000,334
2022-06-16 00:00:00.000,360
2022-06-17 00:00:00.000,359
2022-06-18 00:00:00.000,324
2022-06-19 00:00:00.000,373
2022-06-20 00:00:00.000,431
2022-06-21 00:00:00.000,448
2022-06-22 00:00:00.000,425
2022-06-23 00:00:00.000,319
2022-06-24 00:00:00.000,363
2022-06-25 00:00:00.000,306
2022-06-26 00:00:00.000,293
2022-06-27 00:00:00.000,327
2022-06-28 00:00:00.000,389
2022-06-29 00:00:00.000,368
2022-06-30 00:00:00.000,342
2022-07-01 00:00:00.000,456
2022-07-02 00:00:00.000,438
2022-07-03 00:00:00.000,436
2022-07-04 00:00:00.000,369
2022-07-05 00:00:00.000,356
2022-07-06 00:00:00.000,381
2022-07-07 00:00:00.000,396
2022-07-08 00:00:00.000,385
2022-07-09 00:00:00.000,398
2022-07-10 00:00:00.000,358
2022-07-11 00:00:00.000,362
2022-07-12 00:00:00.000,423
2022-07-13 00:00:00.000,443
2022-07-14 00:00:00.000,399
2022-07-15 00:00:00.000,366
2022-07-16 00:00:00.000,381
2022-07-17 00:00:00.000,355
2022-07-18 00:00:00.000,341
2022-07-19 00:00:00.000,396
2022-07-20 00:00:00.000,363
2022-07-21 00:00:00.000,488
2022-07-22 00:00:00.000,379
2022-07-23 00:00:00.000,379
2022-07-24 00:00:00.000,398
2022-07-25 00:00:00.000,391
2022-07-26 00:00:00.000,345
2022-07-27 00:00:00.000,363
2022-07-28 00:00:00.000,352
2022-07-29 00:00:00.000,383
2022-07-30 00:00:00.000,370
2022-07-31 00:00:00.000,417
2022-08-01 00:00:00.000,326
2022-08-02 00:00:00.000,377
2022-08-03 00:00:00.000,379
2022-08-04 00:00:00.000,438
2022-08-05 00:00:00.000,504
2022-08-06 00:00:00.000,457
2022-08-07 00:00:00.000,398
2022-08-08 00:00:00.000,406
2022-08-09 00:00:00.000,419
2022-08-10 00:00:00.000,344
2022-08-11 00:00:00.000,405
2022-08-12 00:00:00.000,512
2022-08-13 00:00:00.000,597
2022-08-14 00:00:00.000,548
2022-08-15 00:00:00.000,483
2022-08-16 00:00:00.000,628
2022-08-17 00:00:00.000,561
2022-08-18 00:00:00.000,655
2022-08-19 00:00:00.000,498
2022-08-20 00:00:00.000,592
2022-08-21 00:00:00.000,608
2022-08-22 00:00:00.000,535
2022-08-23 00:00:00.000,536
2022-08-24 00:00:00.000,562
2022-08-25 00:00:00.000,512
2022-08-26 00:00:00.000,445
2022-08-27 00:00:00.000,443
2022-08-28 00:00:00.000,385
2022-08-29 00:00:00.000,463
2022-08-30 00:00:00.000,418
2022-08-31 00:00:00.000,381
2022-09-01 00:00:00.000,510
2022-09-02 00:00:00.000,591
2022-09-03 00:00:00.000,573
2022-09-04 00:00:00.000,485
2022-09-05 00:00:00.000,418
2022-09-06 00:00:00.000,384
2022-09-07 00:00:00.000,355
2022-09-08 00:00:00.000,413
2022-09-09 00:00:00.000,365
2022-09-10 00:00:00.000,389
2022-09-11 00:00:00.000,477
2022-09-12 00:00:00.000,369
2022-09-13 00:00:00.000,398
2022-09-14 00:00:00.000,403
2022-09-15 00:00:00.000,610
2022-09-16 00:00:00.000,675
2022-09-17 00:00:00.000,567
2022-09-18 00:00:00.000,720
2022-09-19 00:00:00.000,717
2022-09-20 00:00:00.000,684
2022-09-21 00:00:00.000,741
2022-09-22 00:00:00.000,709
2022-09-23 00:00:00.000,726
2022-09-24 00:00:00.000,727
2022-09-25 00:00:00.000,548
2022-09-26 00:00:00.000,745
2022-09-27 00:00:00.000,690
2022-09-28 00:00:00.000,690
2022-09-29 00:00:00.000,602
2022-09-30 00:00:00.000,667
2022-10-01 00:00:00.000,624
2022-10-02 00:00:00.000,629
2022-10-03 00:00:00.000,476
2022-10-04 00:00:00.000,560
2022-10-05 00:00:00.000,605
2022-10-06 00:00:00.000,665
2022-10-07 00:00:00.000,566
2022-10-08 00:00:00.000,413
2022-10-09 00:00:00.000,215
2022-10-10 00:00:00.000,232
2022-10-11 00:00:00.000,337
2022-10-12 00:00:00.000,429
2022-10-13 00:00:00.000,398
2022-10-14 00:00:00.000,464
2022-10-15 00:00:00.000,417
2022-10-16 00:00:00.000,419
2022-10-17 00:00:00.000,503
2022-10-18 00:00:00.000,560
2022-10-19 00:00:00.000,560
2022-10-20 00:00:00.000,488
2022-10-21 00:00:00.000,512
2022-10-22 00:00:00.000,428
2022-10-23 00:00:00.000,366
2022-10-24 00:00:00.000,487
2022-10-25 00:00:00.000,566
2022-10-26 00:00:00.000,531
2022-10-27 00:00:00.000,572
2022-10-28 00:00:00.000,619
2022-10-29 00:00:00.000,462
2022-10-30 00:00:00.000,563
2022-10-31 00:00:00.000,531
2022-11-01 00:00:00.000,628
2022-11-02 00:00:00.000,492
2022-11-03 00:00:00.000,486
2022-11-04 00:00:00.000,575
2022-11-05 00:00:00.000,327
2022-11-06 00:00:00.000,307
2022-11-07 00:00:00.000,307
2022-11-08 00:00:00.000,396
2022-11-09 00:00:00.000,342
2022-11-10 00:00:00.000,347
2022-11-11 00:00:00.000,444
2022-11-12 00:00:00.000,313
2022-11-13 00:00:00.000,283
2022-11-14 00:00:00.000,314
2022-11-15 00:00:00.000,396
2022-11-16 00:00:00.000,327
2022-11-17 00:00:00.000,364
2022-11-18 00:00:00.000,418
2022-11-19 00:00:00.000,264
2022-11-20 00:00:00.000,323
2022-11-21 00:00:00.000,329
2022-11-22 00:00:00.000,374
2022-11-23 00:00:00.000,337
2022-11-24 00:00:00.000,321
2022-11-25 00:00:00.000,367
2022-11-26 00:00:00.000,282
2022-11-27 00:00:00.000,331
2022-11-28 00:00:00.000,431
2022-11-29 00:00:00.000,452
2022-11-30 00:00:00.000,365
2022-12-01 00:00:00.000,375
2022-12-02 00:00:00.000,432
2022-12-03 00:00:00.000,352
2022-12-04 00:00:00.000,339
2022-12-05 00:00:00.000,431
2022-12-06 00:00:00.000,395
2022-12-07 00:00:00.000,444
2022-12-08 00:00:00.000,398
2022-12-09 00:00:00.000,347
2022-12-10 00:00:00.000,330
2022-12-11 00:00:00.000,363
2022-12-12 00:00:00.000,381
2022-12-13 00:00:00.000,434
2022-12-14 00:00:00.000,448
2022-12-15 00:00:00.000,447
2022-12-16 00:00:00.000,409
2022-12-17 00:00:00.000,367
2022-12-18 00:00:00.000,406
2022-12-19 00:00:00.000,404
2022-12-20 00:00:00.000,497
2022-12-21 00:00:00.000,470
2022-12-22 00:00:00.000,464
2022-12-23 00:00:00.000,452
2022-12-24 00:00:00.000,497
2022-12-25 00:00:00.000,398
2022-12-26 00:00:00.000,388
2022-12-27 00:00:00.000,483
2022-12-28 00:00:00.000,563
2022-12-29 00:00:00.000,574
2022-12-30 00:00:00.000,613
2022-12-31 00:00:00.000,1082
2023-01-01 00:00:00.000,1512
2023-01-02 00:00:00.000,2132
2023-01-03 00:00:00.000,416
2023-01-04 00:00:00.000,414
2023-01-05 00:00:00.000,386
2023-01-06 00:00:00.000,441
2023-01-07 00:00:00.000,351
2023-01-08 00:00:00.000,372
2023-01-09 00:00:00.000,440
2023-01-10 00:00:00.000,476
2023-01-11 00:00:00.000,501
2023-01-12 00:00:00.000,491
2023-01-13 00:00:00.000,415
2023-01-14 00:00:00.000,407
2023-01-15 00:00:00.000,386
2023-01-16 00:00:00.000,460
2023-01-17 00:00:00.000,490
2023-01-18 00:00:00.000,428
2023-01-19 00:00:00.000,475
2023-01-20 00:00:00.000,451
2023-01-21 00:00:00.000,373
2023-01-22 00:00:00.000,336
2023-01-23 00:00:00.000,399
2023-01-24 00:00:00.000,426
2023-01-25 00:00:00.000,475
2023-01-26 00:00:00.000,474
2023-01-27 00:00:00.000,500
2023-01-28 00:00:00.000,404
2023-01-29 00:00:00.000,429
2023-01-30 00:00:00.000,486
2023-01-31 00:00:00.000,510
2023-02-01 00:00:00.000,465
2023-02-02 00:00:00.000,356
2023-02-03 00:00:00.000,475
2023-02-04 00:00:00.000,396
2023-02-05 00:00:00.000,485
2023-02-06 00:00:00.000,576
2023-02-07 00:00:00.000,415
2023-02-08 00:00:00.000,446
2023-02-09 00:00:00.000,454
2023-02-10 00:00:00.000,510
2023-02-11 00:00:00.000,426
2023-02-12 00:00:00.000,408
2023-02-13 00:00:00.000,434
2023-02-14 00:00:00.000,439
2023-02-15 00:00:00.000,366
2023-02-16 00:00:00.000,377
2023-02-17 00:00:00.000,443
2023-02-18 00:00:00.000,379
2023-02-19 00:00:00.000,388
2023-02-20 00:00:00.000,389
2023-02-21 00:00:00.000,382
2023-02-22 00:00:00.000,421
2023-02-23 00:00:00.000,389
2023-02-24 00:00:00.000,413
2023-02-25 00:00:00.000,394
2023-02-26 00:00:00.000,345
2023-02-27 00:00:00.000,392
2023-02-28 00:00:00.000,433
2023-03-01 00:00:00.000,399
2023-03-02 00:00:00.000,431
2023-03-03 00:00:00.000,386
2023-03-04 00:00:00.000,329
2023-03-05 00:00:00.000,400
2023-03-06 00:00:00.000,464
2023-03-07 00:00:00.000,428
2023-03-08 00:00:00.000,450
2023-03-09 00:00:00.000,385
2023-03-10 00:00:00.000,399
2023-03-11 00:00:00.000,153
2023-03-12 00:00:00.000,378
2023-03-13 00:00:00.000,347
2023-03-14 00:00:00.000,365
2023-03-15 00:00:00.000,341
2023-03-16 00:00:00.000,365
2023-03-17 00:00:00.000,388
2023-03-18 00:00:00.000,352
2023-03-19 00:00:00.000,320
2023-03-20 00:00:00.000,386
2023-03-21 00:00:00.000,408
2023-03-22 00:00:00.000,343
2023-03-23 00:00:00.000,290
2023-03-24 00:00:00.000,336
2023-03-25 00:00:00.000,340
2023-03-26 00:00:00.000,292
2023-03-27 00:00:00.000,289
2023-03-28 00:00:00.000,314
2023-03-29 00:00:00.000,296
2023-03-30 00:00:00.000,312
2023-03-31 00:00:00.000,351
2023-04-01 00:00:00.000,334
2023-04-02 00:00:00.000,273
2023-04-03 00:00:00.000,303
2023-04-04 00:00:00.000,323
2023-04-05 00:00:00.000,308
2023-04-06 00:00:00.000,304
2023-04-07 00:00:00.000,398
2023-04-08 00:00:00.000,271
2023-04-09 00:00:00.000,295
2023-04-10 00:00:00.000,346
2023-04-11 00:00:00.000,356
2023-04-12 00:00:00.000,332
2023-04-13 00:00:00.000,218
2023-04-14 00:00:00.000,253
2023-04-15 00:00:00.000,190
2023-04-16 00:00:00.000,208
2023-04-17 00:00:00.000,192
2023-04-18 00:00:00.000,144
2023-04-19 00:00:00.000,109
2023-04-20 00:00:00.000,249
2023-04-21 00:00:00.000,236
2023-04-22 00:00:00.000,167
2023-04-23 00:00:00.000,144
2023-04-24 00:00:00.000,190
2023-04-25 00:00:00.000,205
2023-04-26 00:00:00.000,209
2023-04-27 00:00:00.000,200
2023-04-28 00:00:00.000,206
2023-04-29 00:00:00.000,172
2023-04-30 00:00:00.000,125
2023-05-01 00:00:00.000,107
2023-05-02 00:00:00.000,113
2023-05-03 00:00:00.000,123
2023-05-04 00:00:00.000,145
2023-05-05 00:00:00.000,76
2023-05-06 00:00:00.000,64
2023-05-07 00:00:00.000,74
2023-05-08 00:00:00.000,72
2023-05-09 00:00:00.000,95
2023-05-10 00:00:00.000,99
2023-05-11 00:00:00.000,89
2023-05-12 00:00:00.000,175
2023-05-13 00:00:00.000,154
2023-05-14 00:00:00.000,125
2023-05-15 00:00:00.000,106
2023-05-16 00:00:00.000,158
2023-05-17 00:00:00.000,137
2023-05-18 00:00:00.000,172
2023-05-19 00:00:00.000,182
2023-05-20 00:00:00.000,172
2023-05-21 00:00:00.000,139
2023-05-22 00:00:00.000,142
2023-05-23 00:00:00.000,98
2023-05-24 00:00:00.000,173
2023-05-25 00:00:00.000,179
2023-05-26 00:00:00.000,167
2023-05-27 00:00:00.000,149
2023-05-28 00:00:00.000,98
2023-05-29 00:00:00.000,112
2023-05-30 00:00:00.000,104
2023-05-31 00:00:00.000,197
2023-06-01 00:00:00.000,179
2023-06-02 00:00:00.000,244
2023-06-03 00:00:00.000,176
2023-06-04 00:00:00.000,165
2023-06-05 00:00:00.000,151
2023-06-06 00:00:00.000,183
2023-06-07 00:00:00.000,212
2023-06-08 00:00:00.000,195
2023-06-09 00:00:00.000,186
2023-06-10 00:00:00.000,134
2023-06-11 00:00:00.000,177
2023-06-12 00:00:00.000,198
2023-06-13 00:00:00.000,168
2023-06-14 00:00:00.000,215
2023-06-15 00:00:00.000,228
2023-06-16 00:00:00.000,215
2023-06-17 00:00:00.000,179
2023-06-18 00:00:00.000,167
2023-06-19 00:00:00.000,198
2023-06-20 00:00:00.000,213
2023-06-21 00:00:00.000,254
2023-06-22 00:00:00.000,364
2023-06-23 00:00:00.000,220
2023-06-24 00:00:00.000,171
2023-06-25 00:00:00.000,158
2023-06-26 00:00:00.000,179
2023-06-27 00:00:00.000,215
2023-06-28 00:00:00.000,232
2023-06-29 00:00:00.000,150
2023-06-30 00:00:00.000,193
2023-07-01 00:00:00.000,180
2023-07-02 00:00:00.000,154
2023-07-03 00:00:00.000,136
2023-07-04 00:00:00.000,151
2023-07-05 00:00:00.000,112
2023-07-06 00:00:00.000,147
2023-07-07 00:00:00.000,127
2023-07-08 00:00:00.000,148
2023-07-09 00:00:00.000,140
2023-07-10 00:00:00.000,170
2023-07-11 00:00:00.000,172
2023-07-12 00:00:00.000,163
2023-07-13 00:00:00.000,131
2023-07-14 00:00:00.000,174
2023-07-15 00:00:00.000,152
2023-07-16 00:00:00.000,124
2023-07-17 00:00:00.000,155
2023-07-18 00:00:00.000,147
2023-07-19 00:00:00.000,163
2023-07-20 00:00:00.000,159
2023-07-21 00:00:00.000,123
2023-07-22 00:00:00.000,210
2023-07-23 00:00:00.000,120
2023-07-24 00:00:00.000,209
2023-07-25 00:00:00.000,142
2023-07-26 00:00:00.000,152
2023-07-27 00:00:00.000,125
2023-07-28 00:00:00.000,113
2023-07-29 00:00:00.000,151
2023-07-30 00:00:00.000,174
2023-07-31 00:00:00.000,190
2023-08-01 00:00:00.000,199
2023-08-02 00:00:00.000,187
2023-08-03 00:00:00.000,195
2023-08-04 00:00:00.000,166
2023-08-05 00:00:00.000,181
2023-08-06 00:00:00.000,216
2023-08-07 00:00:00.000,159
2023-08-08 00:00:00.000,185
2023-08-09 00:00:00.000,162
2023-08-10 00:00:00.000,182
2023-08-11 00:00:00.000,197
2023-08-12 00:00:00.000,291
2023-08-13 00:00:00.000,221
2023-08-14 00:00:00.000,169
2023-08-15 00:00:00.000,158
2023-08-16 00:00:00.000,124
2023-08-17 00:00:00.000,137
2023-08-18 00:00:00.000,140
2023-08-19 00:00:00.000,200
2023-08-20 00:00:00.000,213
2023-08-21 00:00:00.000,148
2023-08-22 00:00:00.000,145
2023-08-23 00:00:00.000,149
2023-08-24 00:00:00.000,141
2023-08-25 00:00:00.000,148
2023-08-26 00:00:00.000,206
2023-08-27 00:00:00.000,160
2023-08-28 00:00:00.000,138
2023-08-29 00:00:00.000,167
2023-08-30 00:00:00.000,149
2023-08-31 00:00:00.000,215
2023-09-01 00:00:00.000,179
2023-09-02 00:00:00.000,169
2023-09-03 00:00:00.000,140
2023-09-04 00:00:00.000,142
2023-09-05 00:00:00.000,143
2023-09-06 00:00:00.000,151
2023-09-07 00:00:00.000,167
2023-09-08 00:00:00.000,203
2023-09-09 00:00:00.000,160
2023-09-10 00:00:00.000,200
2023-09-11 00:00:00.000,161
2023-09-12 00:00:00.000,174
2023-09-13 00:00:00.000,142
2023-09-14 00:00:00.000,144
2023-09-15 00:00:00.000,177
2023-09-16 00:00:00.000,162
2023-09-17 00:00:00.000,176
2023-09-18 00:00:00.000,147
2023-09-19 00:00:00.000,168
2023-09-20 00:00:00.000,198
2023-09-21 00:00:00.000,168
2023-09-22 00:00:00.000,183
2023-09-23 00:00:00.000,185
2023-09-24 00:00:00.000,214
2023-09-25 00:00:00.000,219
2023-09-26 00:00:00.000,143
2023-09-27 00:00:00.000,175
2023-09-28 00:00:00.000,213
2023-09-29 00:00:00.000,237
2023-09-30 00:00:00.000,250
2023-10-01 00:00:00.000,189
2023-10-02 00:00:00.000,142
2023-10-03 00:00:00.000,228
2023-10-04 00:00:00.000,446
2023-10-05 00:00:00.000,422
2023-10-06 00:00:00.000,342
2023-10-07 00:00:00.000,354
2023-10-08 00:00:00.000,433
2023-10-09 00:00:00.000,337
2023-10-10 00:00:00.000,394
2023-10-11 00:00:00.000,360
2023-10-12 00:00:00.000,360
2023-10-13 00:00:00.000,421
2023-10-14 00:00:00.000,390
2023-10-15 00:00:00.000,255
2023-10-16 00:00:00.000,322
2023-10-17 00:00:00.000,436
2023-10-18 00:00:00.000,348
2023-10-19 00:00:00.000,335
2023-10-20 00:00:00.000,299
2023-10-21 00:00:00.000,346
2023-10-22 00:00:00.000,332
2023-10-23 00:00:00.000,231
2023-10-24 00:00:00.000,213
2023-10-25 00:00:00.000,267
2023-10-26 00:00:00.000,226
2023-10-27 00:00:00.000,231
2023-10-28 00:00:00.000,310
2023-10-29 00:00:00.000,247
2023-10-30 00:00:00.000,218
2023-10-31 00:00:00.000,263
2023-11-01 00:00:00.000,258
2023-11-02 00:00:00.000,226
2023-11-03 00:00:00.000,247
2023-11-04 00:00:00.000,222
2023-11-05 00:00:00.000,186
2023-11-06 00:00:00.000,179
2023-11-07 00:00:00.000,190
2023-11-08 00:00:00.000,204
2023-11-09 00:00:00.000,120
2023-11-10 00:00:00.000,145
2023-11-11 00:00:00.000,160
2023-11-12 00:00:00.000,247
2023-11-13 00:00:00.000,164
2023-11-14 00:00:00.000,188
2023-11-15 00:00:00.000,202
2023-11-16 00:00:00.000,177
2023-11-17 00:00:00.000,244
2023-11-18 00:00:00.000,236
2023-11-19 00:00:00.000,214
2023-11-20 00:00:00.000,148
2023-11-21 00:00:00.000,170
2023-11-22 00:00:00.000,145
2023-11-23 00:00:00.000,142
2023-11-24 00:00:00.000,152
2023-11-25 00:00:00.000,214
2023-11-26 00:00:00.000,193
2023-11-27 00:00:00.000,156
2023-11-28 00:00:00.000,162
2023-11-29 00:00:00.000,148
2023-11-30 00:00:00.000,164
2023-12-01 00:00:00.000,169
2023-12-02 00:00:00.000,193
2023-12-03 00:00:00.000,152
2023-12-04 00:00:00.000,135
2023-12-05 00:00:00.000,117
2023-12-06 00:00:00.000,121
2023-12-07 00:00:00.000,157
2023-12-08 00:00:00.000,151
2023-12-09 00:00:00.000,179
2023-12-10 00:00:00.000,190
2023-12-11 00:00:00.000,159
2023-12-12 00:00:00.000,138
2023-12-13 00:00:00.000,136
2023-12-14 00:00:00.000,153
2023-12-15 00:00:00.000,108
2023-12-16 00:00:00.000,104
2023-12-17 00:00:00.000,159
2023-12-18 00:00:00.000,124
2023-12-19 00:00:00.000,131
2023-12-20 00:00:00.000,121
2023-12-21 00:00:00.000,179
2023-12-22 00:00:00.000,178
2023-12-23 00:00:00.000,236
2023-12-24 00:00:00.000,196
2023-12-25 00:00:00.000,231
2023-12-26 00:00:00.000,193
2023-12-27 00:00:00.000,150
2023-12-28 00:00:00.000,151
2023-12-29 00:00:00.000,159
2023-12-30 00:00:00.000,203
2023-12-31 00:00:00.000,232
ï»¿